label	topic_id	annotator1	annotator2	annotator3	annotator4	annotator5	annotator6	annotator7	annotator8	annotator9	annotator10
planetary system	81.0	2	3	2.0	2.0	0.0	3.0	0.0			
uranus	81.0	3	1	2.0	2.0						
phonation	82.0	2	1	0.0	3.0	3.0	2.0	3.0	1.0		
intonation (linguistics)	82.0	3	3	1.0	2.0	1.0	1.0				
vowel	82.0	1	2	1.0	0.0	1.0	1.0	1.0			
consonant	82.0	1	2	1.0	1.0	2.0	1.0	3.0			
language	82.0	1	2	2.0	2.0						
pitch accent	82.0	3	1	1.0	1.0	2.0	1.0	1.0	2.0		
guttural	82.0	0	1	1.0	0.0						
vowel length	82.0	2	1	3.0	2.0	1.0	2.0				
diction	82.0	3	3	2.0	3.0	3.0	3.0	3.0	1.0	2.0	0.0
gemination	82.0	2	0	2.0	1.0	1.0					
voice (phonetics)	82.0	3	3	2.0	2.0	2.0	3.0	2.0	2.0		
pronunciation	82.0	2	0	2.0	2.0	1.0	0.0	1.0			
utterance	82.0	3	2	3.0	1.0	3.0	1.0	2.0	2.0	3.0	
phoneme	82.0	1	3	3.0	3.0	1.0	0.0				
timbre	82.0	0	0	1.0	1.0						
rhyme	82.0	1	1	1.0	1.0	1.0	2.0	1.0	0.0		
tone (linguistics)	82.0	2	2	3.0	2.0	3.0	1.0	3.0			
inflection	82.0	0	0	2.0	2.0	1.0	2.0				
prosody (linguistics)	82.0	2	2	3.0	2.0	3.0	2.0	1.0	3.0	2.0	
election	83.0	3	2	3.0	2.0	3.0	3.0				
electoral college (united states)	83.0	3	2	1.0	1.0	0.0	0.0				
primary election	83.0	2	3	2.0	2.0						
two-party system	83.0	2	1	2.0	1.0	1.0					
green party	83.0	0	2	0.0	1.0	2.0	1.0				
write-in candidate	83.0	1	2	1.0	1.0						
political party	83.0	2	3	3.0	1.0	2.0	2.0	2.0	2.0		
superdelegate	83.0	0	1	2.0	1.0	1.0	1.0	3.0	3.0	3.0	
presidential nominee	83.0	1	2	3.0	3.0	2.0	3.0	1.0			
independent democrat	83.0	1	3	3.0	2.0	3.0	2.0	1.0	2.0		
candidate	83.0	3	3	3.0	2.0	1.0					
minor party	83.0	1	1	2.0	2.0	2.0	1.0				
state senator	83.0	3	3	2.0	1.0	2.0	2.0	2.0			
democratic party (united states)	83.0	1	2	3.0	1.0	2.0	2.0	3.0	2.0		
voter turnout	83.0	3	2	2.0	2.0	1.0	2.0	3.0	2.0	2.0	
conservative democrat	83.0	2	2	2.0	2.0	1.0	1.0				
general election	83.0	1	2	2.0	2.0	3.0	3.0	3.0			
incumbent	83.0	2	1	0.0	2.0	2.0	1.0	1.0	2.0		
running mate	83.0	3	1	2.0	0.0	1.0	1.0	1.0			
palestinian territories	84.0	0	3	3.0	3.0	2.0	2.0	2.0			
palestine liberation organization	84.0	3	2	1.0	0.0	1.0	2.0				
yitzhak rabin	84.0	2	0	3.0	1.0	2.0	1.0				
ehud barak	84.0	3	1	0.0	3.0	2.0	3.0	1.0	0.0		
gaza strip	84.0	3	3	1.0	0.0	3.0	0.0	1.0			
benjamin netanyahu	84.0	3	2	3.0	2.0	3.0	1.0	2.0	1.0		
ariel sharon	84.0	1	3	0.0	0.0	2.0	0.0				
david ben-gurion	84.0	0	2	1.0	1.0	2.0					
mahmoud abbas	84.0	2	2	1.0	2.0	2.0	2.0				
tzipi livni	84.0	2	3	1.0	1.0	0.0	1.0	2.0			
menachem begin	84.0	2	0	2.0	1.0	1.0	1.0	1.0			
shimon peres	84.0	3	1	1.0	2.0	1.0	0.0				
east jerusalem	84.0	3	2	2.0	1.0	3.0	1.0	2.0			
likud	84.0	2	1	1.0	0.0	0.0	2.0	1.0			
hamas	84.0	1	2	0.0	2.0	0.0					
avigdor lieberman	84.0	2	3	2.0	2.0						
israeli settlement	84.0	1	3	2.0	2.0	2.0	1.0	2.0	3.0	2.0	3.0
ehud olmert	84.0	1	0	1.0	2.0	2.0	1.0				
fatah	84.0	2	0	2.0	1.0	0.0	2.0	2.0			
extra innings	85.0	2	2	1.0	2.0	2.0	3.0	2.0			
home run	85.0	2	0	3.0	1.0	2.0	3.0				
kansas city royals	85.0	1	0	0.0	0.0	0.0	1.0	2.0	1.0		
justin verlander	85.0	2	2	1.0	0.0	0.0	2.0	2.0			
josh beckett	85.0	1	0	1.0	3.0	1.0	0.0	0.0			
double play	85.0	1	3	2.0	2.0	2.0	1.0	1.0	1.0		
toronto blue jays	85.0	2	1	2.0	0.0	0.0	1.0				
boston red sox	85.0	2	3	2.0	2.0						
no-hitter	85.0	2	1	1.0	0.0	1.0					
zack greinke	85.0	2	1	0.0	1.0	3.0	2.0	1.0			
andruw jones	85.0	0	3	0.0	0.0	2.0	1.0	1.0	2.0	0.0	
roy halladay	85.0	3	1	1.0	1.0	1.0	1.0	1.0	1.0		
atlanta braves	85.0	0	2	1.0	2.0	1.0	2.0				
alfonso soriano	85.0	2	1	3.0	2.0	1.0	2.0	1.0			
detroit tigers	85.0	2	2	0.0	1.0						
san francisco giants	85.0	2	0	3.0	1.0	1.0	3.0				
complete game	85.0	2	2	1.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0
houston astros	85.0	1	2	2.0	1.0	1.0	1.0	1.0	1.0	1.0	
cincinnati reds	85.0	0	0	1.0	2.0	1.0					
mental health	86.0	2	2	3.0	2.0	1.0	0.0				
physician	86.0	3	1	3.0	2.0	1.0	2.0	3.0			
nephrology	86.0	1	1	0.0	3.0	2.0					
health	86.0	1	3	2.0	3.0	3.0	3.0	2.0	3.0		
psychiatry	86.0	3	1	3.0	2.0	2.0	1.0	2.0			
hospital	86.0	3	3	3.0	2.0	1.0	2.0				
rheumatology	86.0	2	1	1.0	1.0	2.0	2.0	1.0			
neurology	86.0	1	1	2.0	2.0	0.0	1.0				
pain management	86.0	2	2	0.0	2.0	0.0					
ambulatory care	86.0	2	1	2.0	3.0	3.0					
palliative care	86.0	1	2	1.0	2.0	2.0	0.0	2.0	0.0		
intensive care unit	86.0	0	2	0.0	1.0	1.0					
oncology	86.0	2	2	1.0	2.0	1.0	3.0				
surgery	86.0	3	0	1.0	2.0	2.0	2.0	2.0			
medicine	86.0	1	1	2.0	2.0	3.0					
clinic	86.0	3	2	3.0	3.0	2.0	2.0	3.0			
patient	86.0	3	3	3.0	3.0	1.0	2.0				
geriatrics	86.0	2	1	0.0	1.0	1.0	1.0	1.0			
tuberculosis	86.0	2	3	1.0	2.0	1.0	1.0	1.0	1.0		
financial services	87.0	3	2	2.0	3.0	2.0					
investment fund	87.0	1	3	2.0							
hedge fund	87.0	2	0	2.0	0.0	1.0	2.0	2.0			
stock exchange	87.0	0	3	3.0							
investment company	87.0	3	3	2.0	3.0	1.0	1.0				
investor	87.0	1	3	3.0	2.0	2.0	2.0	3.0	2.0	3.0	3.0
arbitrage	87.0	1	2	0.0	2.0	2.0	0.0				
capital market	87.0	2	2	3.0	1.0						
venture capital	87.0	2	2	2.0	2.0	1.0					
apollo global management	87.0	1	1	2.0	0.0	1.0	1.0	2.0	1.0		
private equity	87.0	2	1	1.0	1.0	3.0	3.0	1.0			
private equity fund	87.0	3	2	1.0	3.0	1.0	3.0	1.0	1.0		
brokerage firm	87.0	0	2	2.0	2.0	2.0					
stock market	87.0	3	3	2.0	3.0	1.0					
mutual fund	87.0	3	2	1.0	1.0	2.0	1.0	2.0	1.0	2.0	0.0
fixed income	87.0	2	2	1.0	3.0	0.0	0.0				
initial public offering	87.0	2	3	2.0	2.0	1.0	0.0	3.0			
investment	87.0	3	2	3.0	2.0	3.0	3.0	3.0	2.0		
goldman sachs	87.0	3	1	3.0	1.0	3.0	1.0	1.0	3.0	1.0	2.0
croatian war of independence	88.0	0	2	1.0	3.0						
yugoslavia	88.0	1	2	2.0	2.0						
kosovo liberation army	88.0	3	3	2.0	3.0	2.0	1.0	2.0			
army of republika srpska	88.0	1	1	1.0	2.0	1.0	3.0	2.0			
yugoslav wars	88.0	3	3	3.0	1.0	1.0					
slobodan milošević	88.0	1	2	3.0	3.0	1.0	3.0	0.0	2.0		
macedonia (region)	88.0	2	1	1.0	1.0	0.0	3.0				
sandžak	88.0	1	0	1.0	1.0	0.0	2.0	1.0			
yugoslav partisans	88.0	2	2	1.0	2.0	3.0	0.0				
chetniks	88.0	0	3	1.0	0.0	2.0					
kosovo serbs	88.0	2	3	3.0	2.0	2.0	2.0				
bosnian war	88.0	1	2	1.0	2.0	1.0	3.0	0.0			
breakup of yugoslavia	88.0	3	2	1.0	1.0	3.0	3.0	1.0			
serbs	88.0	2	2	2.0	0.0						
montenegrins	88.0	0	1	2.0	0.0	2.0	1.0	2.0			
kosovo albanians	88.0	2	1	1.0	2.0	3.0	2.0	2.0	3.0		
kosovo	88.0	3	2	2.0	3.0	1.0	2.0				
kosovo war	88.0	3	3	3.0	3.0	3.0					
bosnia and herzegovina	88.0	2	2	2.0	2.0	2.0	1.0				
whisky	89.0	1	2	1.0	1.0	2.0	1.0	1.0			
iced tea	89.0	1	1	3.0	1.0	1.0	1.0	3.0	1.0		
milk	89.0	1	1	1.0	0.0	0.0					
ice cream	89.0	1	1	1.0	0.0	0.0	1.0	3.0	1.0		
syrup	89.0	1	1	0.0	1.0	1.0	2.0	2.0			
root beer	89.0	1	1	3.0	1.0	3.0	1.0				
the drink	89.0	3	3	1.0	2.0	3.0	1.0	3.0	2.0		
bread	89.0	2	2	1.0	0.0	2.0	2.0	1.0			
cider	89.0	3	2	2.0	1.0						
dessert	89.0	1	0	0.0	3.0	2.0	3.0				
coffee	89.0	1	3	3.0	2.0	2.0					
drink	89.0	1	2	3.0	3.0	2.0	3.0	1.0	3.0		
chocolate	89.0	1	1	2.0							
vodka	89.0	2	1	2.0	2.0	1.0	2.0	0.0			
juice	89.0	2	1	2.0	2.0	1.0	2.0	2.0			
liqueur	89.0	3	1	2.0	1.0	2.0	1.0	2.0	1.0	1.0	
tea	89.0	2	1	1.0	1.0						
soft drink	89.0	0	2	0.0	2.0	0.0	0.0				
beer	89.0	3	2	2.0	2.0	1.0	2.0	2.0	2.0	3.0	
certiorari	90.0	3	1	0.0	0.0	2.0	1.0	2.0	1.0	1.0	1.0
superior court	90.0	2	3	3.0	2.0	3.0	1.0	1.0			
state court (united states)	90.0	2	1	3.0	1.0	3.0	2.0	1.0			
lawyer	90.0	1	3	2.0	2.0						
united states district court	90.0	2	1	1.0	0.0	2.0					
jury trial	90.0	3	2	3.0	2.0	2.0	3.0	3.0			
federal court	90.0	3	2	2.0	3.0	2.0	3.0	2.0	2.0		
attorney general	90.0	3	1	2.0	2.0	3.0	1.0				
state supreme court	90.0	1	1	2.0	3.0	2.0	1.0	2.0	3.0		
supreme court	90.0	3	1	2.0	3.0	2.0	2.0	3.0	2.0	2.0	
federal judge	90.0	1	2	2.0	1.0						
prosecutor	90.0	1	3	3.0	1.0	2.0	2.0	2.0			
trial court	90.0	0	2	2.0	3.0	2.0	0.0	3.0	0.0		
new trial	90.0	3	1	1.0	0.0	3.0	0.0	1.0	0.0	0.0	
district court	90.0	2	2	1.0	2.0	1.0	3.0				
precedent	90.0	1	1	1.0	2.0	1.0	1.0	2.0			
appellate court	90.0	3	2	2.0	1.0						
private prosecution	90.0	2	2	3.0	3.0	0.0	1.0				
lower court	90.0	2	1	1.0	2.0	3.0	2.0				
minority leader	91.0	1	1	2.0	1.0	1.0	3.0	2.0			
house of representatives	91.0	0	0	3.0	2.0	0.0	2.0	0.0			
independent democrat	91.0	2	1	1.0	1.0	2.0	1.0	2.0	1.0		
john boehner	91.0	1	0	1.0	1.0	1.0	1.0	2.0			
majority leader	91.0	1	2	2.0	3.0	0.0	1.0				
democratic party (united states)	91.0	1	2	1.0	2.0	1.0	1.0				
electoral college (united states)	91.0	1	1	1.0	2.0	2.0	2.0	2.0	1.0	2.0	
conservative democrat	91.0	1	0	3.0	1.0	2.0					
new york state senate	91.0	1	3	2.0	3.0	1.0	2.0				
legislature	91.0	2	2	2.0	2.0	3.0	3.0	0.0	1.0		
jim demint	91.0	0	1	1.0	1.0	0.0	0.0				
joe lieberman	91.0	2	2	2.0	2.0						
111th united states congress	91.0	2	3	2.0	1.0						
congressional district	91.0	1	1	1.0	2.0	1.0	1.0	1.0			
ranking member	91.0	1	1	3.0	1.0	1.0					
united states senate	91.0	2	3	2.0	2.0	2.0	3.0	3.0	2.0	3.0	
kansas house of representatives	91.0	1	0	1.0	1.0						
member of congress	91.0	0	0	2.0	2.0	3.0					
state senator	91.0	2	2	3.0	0.0	3.0	1.0				
art	92.0	2	2	2.0	3.0	3.0	2.0				
sculpture	92.0	1	2	1.0	1.0	3.0	1.0	2.0	2.0		
venice biennale	92.0	2	3	1.0	3.0						
philadelphia museum of art	92.0	0	3	0.0	2.0						
museum of modern art	92.0	0	2	2.0							
metropolitan museum of art	92.0	3	2	3.0	1.0	3.0	2.0	1.0			
art exhibition	92.0	2	0	0.0	3.0	1.0					
whitney biennial	92.0	0	0	1.0	1.0	2.0	2.0				
art museum	92.0	3	3	1.0	1.0	3.0	3.0				
brooklyn museum	92.0	2	1	3.0	1.0	2.0	2.0	2.0			
victoria and albert museum	92.0	3	2	2.0	3.0	0.0	1.0				
museum of fine arts	92.0	3	3	2.0	3.0	3.0	3.0				
modern art	92.0	3	3	1.0	2.0	1.0	2.0	2.0			
detroit institute of arts	92.0	0	2	1.0	1.0	2.0	1.0				
contemporary art	92.0	3	2	3.0	3.0	2.0					
museum	92.0	2	2	3.0	3.0	3.0	3.0	3.0	2.0		
exhibition	92.0	3	3	3.0	3.0	3.0	2.0				
cleveland museum of art	92.0	3	0	2.0	0.0	1.0					
smithsonian american art museum	92.0	2	3	2.0	3.0	2.0	1.0	2.0	2.0		
pricing	93.0	3	2	1.0	3.0	2.0					
brand	93.0	2	0	0.0	1.0	3.0					
wholesale	93.0	1	2	3.0	2.0	3.0	2.0	2.0			
market value	93.0	1	3	1.0	2.0	2.0	0.0	0.0			
sales	93.0	2	2	1.0	3.0	3.0	3.0	1.0			
the sale	93.0	3	3	2.0	2.0	2.0	2.0	3.0	2.0		
business-to-business	93.0	2	2	2.0	3.0						
private label	93.0	1	1	1.0	1.0	1.0	1.0	1.0			
reseller	93.0	2	2	1.0	3.0	3.0	3.0	2.0	1.0	2.0	
online shopping	93.0	2	2	2.0	3.0	1.0	2.0				
mail order	93.0	0	0	1.0	2.0	1.0	1.0				
profit margin	93.0	2	1	3.0	2.0	2.0	2.0	3.0			
broker	93.0	2	1	2.0	3.0	3.0	2.0				
buyer	93.0	1	1	1.0	2.0	3.0	3.0				
marketing	93.0	2	2	2.0	2.0	3.0					
purchasing	93.0	3	2	2.0	3.0	2.0	2.0				
retail	93.0	1	2	2.0	2.0						
vendor	93.0	2	3	1.0	2.0	3.0	1.0	2.0	1.0	3.0	2.0
berkshire hathaway	93.0	0	1	2.0	1.0	1.0	0.0	0.0	1.0		
college basketball	94.0	2	2	1.0	2.0	0.0	1.0	0.0			
college football	94.0	2	2	1.0	1.0	2.0	1.0				
penn state nittany lions	94.0	2	3	1.0	2.0	0.0	2.0	3.0	1.0		
new york giants	94.0	1	3	2.0	2.0	3.0	0.0	1.0			
playoffs	94.0	2	2	3.0	2.0	2.0	3.0	1.0			
bowl game	94.0	0	2	2.0	0.0	2.0	0.0				
head coach	94.0	2	1	3.0	2.0	3.0	2.0				
exhibition game	94.0	2	1	0.0	2.0	1.0					
running back	94.0	1	2	0.0	1.0	3.0	1.0				
placekicker	94.0	2	2	3.0	1.0	2.0	3.0	1.0	1.0	1.0	
donovan mcnabb	94.0	1	2	1.0	0.0	2.0	2.0	2.0	2.0		
pro bowl	94.0	2	1	1.0	1.0	1.0	2.0	3.0	1.0		
starting lineup	94.0	1	0	1.0	1.0	1.0	2.0	2.0			
chicago bears	94.0	2	1	2.0	1.0	2.0	1.0	1.0			
john elway	94.0	1	1	3.0	2.0	0.0	3.0	0.0			
oklahoma sooners	94.0	2	2	1.0	1.0	2.0	1.0				
national football league	94.0	2	2	1.0	3.0	2.0	3.0				
professional football (gridiron)	94.0	2	2	3.0	3.0						
perfect season	94.0	1	1	2.0	1.0	2.0	1.0				
broadcast syndication	95.0	3	2	1.0	2.0	1.0	2.0	3.0			
e!	95.0	1	2	0.0	0.0	2.0	2.0				
television network	95.0	3	3	3.0	2.0	3.0					
the wb	95.0	1	0	1.0	1.0	1.0	2.0				
television program	95.0	2	3	3.0	2.0	3.0	3.0	3.0	3.0		
ktla	95.0	1	0	3.0	1.0	1.0	1.0	0.0			
the cw	95.0	0	2	1.0	1.0	0.0	1.0	2.0	1.0	0.0	1.0
tbs (tv channel)	95.0	2	3	1.0	1.0	3.0	1.0	2.0	1.0	0.0	0.0
soapnet	95.0	2	1	1.0	0.0	1.0	1.0	1.0	3.0	2.0	
wgn america	95.0	2	0	1.0	1.0	2.0	2.0	2.0			
fox broadcasting company	95.0	2	2	2.0	2.0	2.0	2.0	2.0			
ion television	95.0	1	2	2.0	1.0	1.0	1.0	2.0			
abc television	95.0	3	1	2.0	1.0	1.0					
nbc	95.0	2	0	2.0	2.0	3.0	2.0	1.0			
abc family	95.0	1	0	2.0	1.0	2.0					
american broadcasting company	95.0	2	1	1.0	3.0	1.0					
usa network	95.0	2	3	3.0	3.0						
upn	95.0	0	0	1.0	0.0	2.0	2.0				
cbs	95.0	2	2	1.0	0.0	3.0	1.0	2.0			
mercedes-benz	96.0	1	1	0.0	1.0	1.0	1.0	2.0	1.0	2.0	
new car	96.0	3	1	2.0	2.0	2.0	3.0	2.0			
ford transit	96.0	0	1	2.0	3.0						
ford motor company	96.0	2	2	2.0	1.0	2.0	1.0	2.0			
audi	96.0	2	2	0.0	0.0	1.0	1.0	1.0			
truck	96.0	3	3	2.0	1.0	1.0	3.0	1.0			
car	96.0	2	3	3.0	2.0	3.0	3.0	2.0			
pickup truck	96.0	3	3	2.0	1.0	3.0					
drivetrain	96.0	1	2	1.0	1.0	1.0	1.0				
ford mustang	96.0	2	2	1.0	2.0	2.0	3.0	1.0	2.0		
honda civic	96.0	1	3	1.0	2.0	2.0	0.0	3.0			
v8 engine	96.0	2	2	1.0	0.0	2.0					
chevrolet	96.0	1	3	1.0	0.0	0.0	0.0				
front-wheel drive	96.0	0	2	2.0	3.0						
volkswagen beetle	96.0	2	1	1.0	3.0	0.0	1.0	2.0	2.0		
four-wheel drive	96.0	2	2	3.0	3.0	3.0	3.0	2.0	2.0	3.0	
station wagon	96.0	1	1	1.0	1.0	2.0	2.0				
honda civic (ninth generation)	96.0	3	1	2.0	1.0	2.0	1.0	1.0	0.0		
volkswagen	96.0	2	1	2.0	1.0	1.0	1.0	1.0			
boeing 757	97.0	1	2	3.0	2.0	0.0	1.0	0.0			
non-stop flight	97.0	1	2	0.0	2.0	1.0	2.0	1.0	1.0	2.0	
pan american world airways	97.0	1	3	2.0	2.0	2.0	2.0	2.0	1.0		
boeing 767	97.0	2	0	1.0	2.0	0.0	3.0	2.0			
douglas dc-3	97.0	3	1	0.0	1.0	2.0	0.0	1.0			
airplane	97.0	2	2	3.0	2.0	2.0	3.0	2.0			
boeing	97.0	2	1	2.0	0.0	1.0	2.0	2.0	2.0	1.0	
aircraft	97.0	1	1	3.0	2.0	3.0	1.0				
air traffic control	97.0	0	0	2.0	1.0						
boeing 747	97.0	1	2	1.0	2.0	1.0	2.0	2.0	2.0	2.0	
boeing 777	97.0	2	1	1.0	1.0	0.0	2.0	1.0			
turboprop	97.0	2	1	2.0	1.0	2.0	1.0	1.0			
airline	97.0	0	2	0.0	2.0	3.0					
boeing 707	97.0	2	3	1.0	1.0	2.0	2.0	2.0	2.0	1.0	
boeing 747-400	97.0	1	2	1.0	1.0	1.0	1.0				
boeing 737	97.0	3	2	1.0	2.0	1.0	2.0	2.0	3.0		
boeing 727	97.0	1	1	1.0	2.0	3.0					
aviation	97.0	3	2	2.0	1.0	1.0	2.0				
airliner	97.0	2	3	2.0	2.0	2.0	3.0	3.0			
financial market	98.0	3	2	2.0	3.0	2.0	3.0				
the financial	98.0	2	3	1.0	2.0	1.0					
foreign exchange market	98.0	1	2	1.0	2.0	2.0	1.0	1.0	2.0		
financial services	98.0	3	2	2.0	3.0	2.0	2.0	3.0			
mortgage loan	98.0	3	3	2.0	2.0	2.0	3.0	2.0			
money market	98.0	3	0	0.0	2.0	3.0	3.0				
government debt	98.0	2	3	1.0	3.0	1.0	2.0				
financial institution	98.0	2	2	3.0	3.0	3.0					
investment	98.0	2	1	3.0	2.0	1.0	1.0				
bank	98.0	3	3	3.0	2.0	3.0	1.0	3.0	3.0		
financial system	98.0	3	2	2.0	3.0	1.0	2.0				
finance	98.0	3	3	2.0	3.0	3.0					
stock market	98.0	3	3	2.0	2.0	2.0	2.0	1.0			
deposit insurance	98.0	3	3	2.0	2.0						
central bank	98.0	2	1	3.0	2.0	2.0	1.0				
private banking	98.0	2	2	3.0	2.0	2.0	1.0	2.0			
capital market	98.0	0	3	3.0	3.0						
monetary policy	98.0	2	3	2.0	2.0	3.0	3.0				
goldman sachs	98.0	2	1	2.0	2.0	1.0	2.0	1.0			
self-employment	99.0	2	1	1.0	3.0	2.0	3.0	2.0			
job	99.0	2	2	3.0	0.0	0.0					
union shop	99.0	1	1	3.0	0.0	1.0					
collective bargaining	99.0	1	2	1.0	2.0	1.0	0.0	0.0			
unemployment benefits	99.0	2	3	2.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0
payroll	99.0	2	2	2.0	2.0	2.0	1.0	3.0			
bargaining unit	99.0	0	0	1.0	1.0	2.0	1.0				
salary	99.0	1	2	2.0	2.0						
strike action	99.0	1	1	1.0	2.0	2.0	1.0	2.0			
living wage	99.0	3	2	2.0	2.0	0.0					
employment	99.0	2	1	3.0	3.0	2.0	3.0	2.0	2.0	3.0	
wage	99.0	2	2	3.0	3.0	1.0	1.0				
employment contract	99.0	3	3	2.0	3.0	3.0	2.0	3.0			
laborer	99.0	3	2	3.0	2.0	2.0	3.0	3.0			
trade union	99.0	3	3	2.0	2.0	1.0	2.0				
severance package	99.0	0	0	0.0	2.0	0.0					
pension	99.0	2	2	1.0	0.0	2.0	2.0	1.0			
independent contractor	99.0	2	2	3.0	2.0	1.0	1.0	1.0			
workplace	99.0	3	3	2.0	2.0						
john mccain	100.0	1	3	3.0	1.0	2.0	2.0	1.0	2.0		
joe lieberman	100.0	2	2	2.0	2.0	2.0	2.0	2.0	2.0		
ron paul	100.0	1	0	1.0	2.0	2.0	1.0				
howard dean	100.0	1	1	1.0	0.0						
bob dole	100.0	2	2	0.0	0.0	0.0					
state senator	100.0	3	0	2.0	1.0	2.0	2.0				
george w. bush	100.0	1	2	3.0	3.0	3.0	3.0				
lloyd bentsen	100.0	1	0	1.0	0.0	0.0	3.0	3.0			
rick perry	100.0	1	1	0.0	3.0	0.0	1.0				
ross perot	100.0	0	0	1.0	1.0	1.0	1.0	1.0	1.0		
michael dukakis	100.0	1	0	1.0	3.0	0.0	1.0				
conservative democrat	100.0	2	2	2.0	2.0						
walter mondale	100.0	1	2	1.0	2.0	0.0	1.0				
george h. w. bush	100.0	2	2	2.0	1.0	2.0	3.0	3.0	3.0		
democratic party (united states)	100.0	1	2	2.0	1.0	0.0	1.0	2.0	0.0		
write-in candidate	100.0	3	3	1.0	2.0	0.0					
mitt romney	100.0	1	1	2.0	1.0	1.0	1.0	3.0	1.0	2.0	
running mate	100.0	0	0	0.0	1.0	2.0					
presidential nominee	100.0	2	3	3.0	3.0	3.0					
college basketball	101.0	3	2	0.0	1.0						
head coach	101.0	1	2	2.0	2.0	2.0					
penn state nittany lions	101.0	1	0	0.0	2.0	2.0					
national football league	101.0	1	2	1.0	3.0	1.0	2.0	2.0			
ucla bruins	101.0	0	1	0.0	0.0						
connecticut huskies	101.0	0	1	0.0	2.0	1.0	3.0	0.0	0.0	1.0	3.0
winning streak (sports)	101.0	1	1	1.0	2.0	2.0	2.0	1.0	1.0	1.0	
player-coach	101.0	3	0	2.0	3.0	3.0					
professional football (gridiron)	101.0	1	2	1.0	2.0	3.0	3.0				
exhibition game	101.0	1	1	1.0	2.0	2.0	3.0	1.0			
football team	101.0	3	2	2.0	3.0	2.0	3.0	3.0	2.0		
the first team	101.0	1	2	2.0	2.0	3.0	1.0				
basketball	101.0	1	1	0.0	2.0	0.0	1.0				
perfect season	101.0	2	2	2.0	3.0	1.0	2.0	1.0	1.0	1.0	
college football	101.0	1	3	2.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0
playoffs	101.0	2	2	2.0	2.0	0.0	3.0				
kentucky wildcats	101.0	0	2	1.0	1.0	1.0	2.0	3.0			
starting lineup	101.0	1	1	0.0	2.0						
michigan wolverines	101.0	1	1	2.0	1.0	3.0	0.0				
grand jury	102.0	2	2	3.0	0.0						
inspector general	102.0	1	1	2.0	3.0	3.0	1.0				
special agent	102.0	2	2	3.0	0.0	2.0	3.0	3.0			
subpoena	102.0	2	1	1.0	1.0	1.0	0.0				
criminal investigation	102.0	3	3	3.0	1.0						
special prosecutor	102.0	2	2	2.0	3.0	1.0	3.0	1.0			
expert witness	102.0	1	1	3.0	2.0	0.0	2.0				
state prosecutor	102.0	0	2	2.0	3.0						
deputy attorney general	102.0	2	2	1.0	1.0						
prosecutor	102.0	1	3	1.0	2.0	3.0	0.0	1.0			
suspect	102.0	0	0	3.0	3.0	3.0					
united states attorney	102.0	0	2	2.0	2.0	2.0					
whistleblower	102.0	1	0	1.0	0.0	0.0	2.0	1.0			
district attorney	102.0	3	1	2.0	1.0	1.0	1.0	2.0	3.0		
indictment	102.0	0	2	1.0	1.0						
attorney general	102.0	3	2	1.0	1.0	3.0	2.0	3.0	2.0		
police	102.0	2	2	3.0	2.0	1.0	1.0	1.0			
federal bureau of investigation	102.0	2	3	2.0	2.0	3.0	1.0	2.0			
informant	102.0	2	1	2.0	3.0	0.0	1.0	0.0			
sustainable agriculture	103.0	2	2	3.0	2.0	3.0					
crop rotation	103.0	1	2	1.0	1.0	3.0					
sugarcane	103.0	1	0	1.0	0.0	1.0					
pasture	103.0	2	1	1.0	1.0	2.0	2.0				
cereal	103.0	1	0	1.0	1.0	2.0	0.0				
animal feed	103.0	3	2	1.0	2.0	2.0	3.0	2.0	2.0	2.0	
crop	103.0	2	2	2.0	2.0	1.0	3.0				
farm	103.0	2	3	2.0	2.0	3.0					
dairy	103.0	1	1	2.0	2.0	2.0	3.0	1.0			
intensive farming	103.0	3	2	3.0	2.0	3.0	2.0	1.0			
cash crop	103.0	2	1	2.0	2.0						
dairy farming	103.0	3	1	1.0	2.0	2.0	1.0	0.0	1.0	2.0	2.0
organic farming	103.0	3	3	2.0	1.0	2.0	3.0	3.0			
agriculture	103.0	3	3	3.0	3.0	3.0	1.0	3.0	3.0		
vegetable	103.0	2	1	2.0	3.0	2.0	3.0	3.0	3.0		
livestock	103.0	1	2	1.0	2.0	1.0	0.0				
maize	103.0	1	3	2.0	2.0						
fertilizer	103.0	3	2	1.0	3.0	1.0	1.0	1.0	2.0		
wheat	103.0	2	3	3.0	2.0	2.0	1.0	2.0	2.0		
northeast china	104.0	2	2	2.0	1.0	2.0					
taiwan	104.0	0	0	2.0	2.0	1.0	2.0	0.0			
kuomintang	104.0	1	0	1.0	2.0	1.0	2.0				
hainan	104.0	2	1	1.0	1.0	1.0	2.0	1.0	2.0		
fujian	104.0	1	2	1.0	1.0	1.0	2.0	2.0			
jiangsu	104.0	2	1	1.0	2.0	2.0	1.0	2.0			
taipei	104.0	2	1	0.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0
mainland china	104.0	1	1	2.0	3.0	1.0	2.0				
japan	104.0	2	1	3.0	1.0	0.0	0.0				
chinese civil war	104.0	0	1	2.0	2.0	3.0	2.0	3.0	2.0	0.0	
